Category;Sub-Category;Month;Millions of Dollars
Cereals and bakery products;Bakery products;1992-10-01;33160
Cereals and bakery products;Bakery products;1992-11-01;33133
Cereals and bakery products;Bakery products;1992-12-01;33247
Cereals and bakery products;Bakery products;1993-01-01;33032
Cereals and bakery products;Bakery products;1993-02-01;33413
Cereals and bakery products;Bakery products;1993-03-01;33309
Cereals and bakery products;Bakery products;1993-04-01;33454
Cereals and bakery products;Bakery products;1993-05-01;33831
Cereals and bakery products;Bakery products;1993-06-01;33689
Cereals and bakery products;Bakery products;1993-07-01;33915
Cereals and bakery products;Bakery products;1993-08-01;33853
Cereals and bakery products;Bakery products;1993-09-01;34269
Cereals and bakery products;Bakery products;1993-10-01;34348
Cereals and bakery products;Bakery products;1993-11-01;34566
Cereals and bakery products;Bakery products;1993-12-01;34776
Cereals and bakery products;Bakery products;1994-01-01;34749
Cereals and bakery products;Bakery products;1994-02-01;35046
Cereals and bakery products;Bakery products;1994-03-01;35198
Cereals and bakery products;Bakery products;1994-04-01;35469
Cereals and bakery products;Bakery products;1994-05-01;35462
Cereals and bakery products;Bakery products;1994-06-01;35906
Cereals and bakery products;Bakery products;1994-07-01;35746
Cereals and bakery products;Bakery products;1994-08-01;36224
Cereals and bakery products;Bakery products;1994-09-01;36425
Cereals and bakery products;Bakery products;1994-10-01;36488
Cereals and bakery products;Bakery products;1994-11-01;36562
Cereals and bakery products;Bakery products;1994-12-01;36718
Cereals and bakery products;Bakery products;1995-01-01;37044
Cereals and bakery products;Bakery products;1995-02-01;36742
Cereals and bakery products;Bakery products;1995-03-01;36869
Cereals and bakery products;Bakery products;1995-04-01;36879
Cereals and bakery products;Bakery products;1995-05-01;37227
Cereals and bakery products;Bakery products;1995-06-01;37257
Cereals and bakery products;Bakery products;1995-07-01;37220
Cereals and bakery products;Bakery products;1995-08-01;37310
Cereals and bakery products;Bakery products;1995-09-01;37433
Cereals and bakery products;Bakery products;1995-10-01;37511
Cereals and bakery products;Bakery products;1995-11-01;37642
Cereals and bakery products;Bakery products;1995-12-01;38168
Cereals and bakery products;Bakery products;1996-01-01;38061
Cereals and bakery products;Bakery products;1996-02-01;38214
Cereals and bakery products;Bakery products;1996-03-01;38484
Cereals and bakery products;Bakery products;1996-04-01;38844
Cereals and bakery products;Bakery products;1996-05-01;38860
Cereals and bakery products;Bakery products;1996-06-01;39134
Cereals and bakery products;Bakery products;1996-07-01;39312
Cereals and bakery products;Bakery products;1996-08-01;39412
Cereals and bakery products;Bakery products;1996-09-01;39612
Cereals and bakery products;Bakery products;1996-10-01;39967
Cereals and bakery products;Bakery products;1996-11-01;40099
Cereals and bakery products;Bakery products;1996-12-01;40275
Cereals and bakery products;Bakery products;1997-01-01;40423
Cereals and bakery products;Bakery products;1997-02-01;40560
Cereals and bakery products;Bakery products;1997-03-01;40655
Cereals and bakery products;Bakery products;1997-04-01;40573
Cereals and bakery products;Bakery products;1997-05-01;40396
Cereals and bakery products;Bakery products;1997-06-01;40430
Cereals and bakery products;Bakery products;1997-07-01;40852
Cereals and bakery products;Bakery products;1997-08-01;40857
Cereals and bakery products;Bakery products;1997-09-01;40955
Cereals and bakery products;Bakery products;1997-10-01;40957
Cereals and bakery products;Bakery products;1997-11-01;41094
Cereals and bakery products;Bakery products;1997-12-01;40790
Cereals and bakery products;Bakery products;1998-01-01;41376
Cereals and bakery products;Bakery products;1998-02-01;41811
Cereals and bakery products;Bakery products;1998-03-01;42441
Cereals and bakery products;Bakery products;1998-04-01;42918
Cereals and bakery products;Bakery products;1998-05-01;43416
Cereals and bakery products;Bakery products;1998-06-01;44068
Cereals and bakery products;Bakery products;1998-07-01;44454
Cereals and bakery products;Bakery products;1998-08-01;44742
Cereals and bakery products;Bakery products;1998-09-01;45200
Cereals and bakery products;Bakery products;1998-10-01;45528
Cereals and bakery products;Bakery products;1998-11-01;45921
Cereals and bakery products;Bakery products;1998-12-01;46490
Cereals and bakery products;Bakery products;1999-01-01;46836
Cereals and bakery products;Bakery products;1999-02-01;47277
Cereals and bakery products;Bakery products;1999-03-01;47493
Cereals and bakery products;Bakery products;1999-04-01;47918
Cereals and bakery products;Bakery products;1999-05-01;48341
Cereals and bakery products;Bakery products;1999-06-01;48398
Cereals and bakery products;Bakery products;1999-07-01;48796
Cereals and bakery products;Bakery products;1999-08-01;49288
Cereals and bakery products;Bakery products;1999-09-01;49993
Cereals and bakery products;Bakery products;1999-10-01;49796
Cereals and bakery products;Bakery products;1999-11-01;50451
Cereals and bakery products;Bakery products;1999-12-01;52674
Cereals and bakery products;Bakery products;2000-01-01;50312
Cereals and bakery products;Bakery products;2000-02-01;51283
Cereals and bakery products;Bakery products;2000-03-01;52298
Cereals and bakery products;Bakery products;2000-04-01;52707
Cereals and bakery products;Bakery products;2000-05-01;52902
Cereals and bakery products;Bakery products;2000-06-01;53699
Cereals and bakery products;Bakery products;2000-07-01;53879
Cereals and bakery products;Bakery products;2000-08-01;54208
Cereals and bakery products;Bakery products;2000-09-01;54653
Cereals and bakery products;Bakery products;2000-10-01;55228
Cereals and bakery products;Bakery products;2000-11-01;55328
Cereals and bakery products;Bakery products;2000-12-01;56206
Cereals and bakery products;Bakery products;2001-01-01;56374
Cereals and bakery products;Bakery products;2001-02-01;56549
Cereals and bakery products;Bakery products;2001-03-01;56681
Cereals and bakery products;Bakery products;2001-04-01;57638
Cereals and bakery products;Cereals;1991-01-01;20082
Cereals and bakery products;Cereals;1991-02-01;20139
Cereals and bakery products;Cereals;1991-03-01;20606
Cereals and bakery products;Cereals;1991-04-01;20555
Cereals and bakery products;Cereals;1991-05-01;20973
Cereals and bakery products;Cereals;1991-06-01;20916
Cereals and bakery products;Cereals;1991-07-01;20932
Cereals and bakery products;Cereals;1991-08-01;20955
Cereals and bakery products;Cereals;1991-09-01;20935
Cereals and bakery products;Cereals;1991-10-01;20911
Cereals and bakery products;Cereals;1991-11-01;21023
Cereals and bakery products;Cereals;1991-12-01;20855
Cereals and bakery products;Cereals;1992-01-01;21462
Cereals and bakery products;Cereals;1992-02-01;21363
Cereals and bakery products;Cereals;1992-03-01;21290
Cereals and bakery products;Cereals;1992-04-01;21473
Cereals and bakery products;Cereals;1992-05-01;21455
Cereals and bakery products;Cereals;1992-06-01;21466
Cereals and bakery products;Cereals;1992-07-01;21645
Cereals and bakery products;Cereals;1992-08-01;21712
Cereals and bakery products;Cereals;1992-09-01;21672
Cereals and bakery products;Cereals;1992-10-01;21904
Cereals and bakery products;Cereals;1992-11-01;21822
Cereals and bakery products;Cereals;1992-12-01;21807
Cereals and bakery products;Cereals;1993-01-01;21695
