"category","sub_category","aggregation_date","millions_of_dollar","pipeline_exc_datetime"
"Alcoholic beverages","Beer","2020-03-01","82503","2024-07-02"
"Alcoholic beverages","Beer","2020-08-01","78675","2024-07-02"
"Alcoholic beverages","Beer","2020-09-01","78580","2024-07-02"
"Alcoholic beverages","Beer","2019-08-01","67590","2024-07-02"
"Alcoholic beverages","Beer","2019-11-01","67437","2024-07-02"
"Alcoholic beverages","Beer","2019-07-01","67434","2024-07-02"
"Alcoholic beverages","Beer","2018-11-01","65969","2024-07-02"
"Alcoholic beverages","Beer","2018-10-01","65533","2024-07-02"
"Alcoholic beverages","Beer","2018-09-01","65301","2024-07-02"
"Alcoholic beverages","Beer","2017-12-01","63925","2024-07-02"
"Alcoholic beverages","Beer","2017-11-01","63654","2024-07-02"
"Alcoholic beverages","Beer","2017-10-01","63504","2024-07-02"
"Alcoholic beverages","Beer","2016-11-01","61175","2024-07-02"
"Alcoholic beverages","Beer","2016-09-01","61071","2024-07-02"
"Alcoholic beverages","Beer","2016-10-01","60986","2024-07-02"
"Alcoholic beverages","Beer","2015-12-01","58997","2024-07-02"
"Alcoholic beverages","Beer","2015-11-01","58511","2024-07-02"
"Alcoholic beverages","Beer","2015-09-01","58449","2024-07-02"
"Alcoholic beverages","Beer","2014-12-01","56845","2024-07-02"
"Alcoholic beverages","Beer","2014-10-01","56636","2024-07-02"
"Alcoholic beverages","Beer","2014-11-01","56462","2024-07-02"
"Alcoholic beverages","Beer","2013-12-01","54457","2024-07-02"
"Alcoholic beverages","Beer","2013-11-01","54095","2024-07-02"
"Alcoholic beverages","Beer","2013-09-01","53769","2024-07-02"
"Alcoholic beverages","Beer","2012-05-01","53943","2024-07-02"
"Alcoholic beverages","Beer","2012-06-01","53810","2024-07-02"
"Alcoholic beverages","Beer","2012-04-01","53761","2024-07-02"
"Alcoholic beverages","Beer","2011-11-01","52696","2024-07-02"
"Alcoholic beverages","Beer","2011-10-01","52471","2024-07-02"
"Alcoholic beverages","Beer","2011-09-01","52374","2024-07-02"
"Alcoholic beverages","Beer","2010-11-01","51945","2024-07-02"
"Alcoholic beverages","Beer","2010-10-01","51881","2024-07-02"
"Alcoholic beverages","Beer","2010-08-01","51849","2024-07-02"
"Alcoholic beverages","Beer","2009-12-01","50887","2024-07-02"
"Alcoholic beverages","Beer","2009-11-01","50030","2024-07-02"
"Alcoholic beverages","Beer","2009-10-01","50010","2024-07-02"
"Alcoholic beverages","Beer","2008-07-01","49849","2024-07-02"
"Alcoholic beverages","Beer","2008-01-01","49842","2024-07-02"
"Alcoholic beverages","Beer","2008-08-01","49691","2024-07-02"
"Alcoholic beverages","Beer","2007-06-01","50377","2024-07-02"
"Alcoholic beverages","Beer","2007-12-01","50329","2024-07-02"
"Alcoholic beverages","Beer","2007-07-01","50310","2024-07-02"
"Alcoholic beverages","Beer","2006-12-01","49251","2024-07-02"
"Alcoholic beverages","Beer","2006-11-01","49167","2024-07-02"
"Alcoholic beverages","Beer","2006-10-01","48971","2024-07-02"
"Alcoholic beverages","Beer","2005-12-01","47563","2024-07-02"
"Alcoholic beverages","Beer","2005-11-01","47394","2024-07-02"
"Alcoholic beverages","Beer","2005-10-01","47365","2024-07-02"
"Alcoholic beverages","Beer","2004-10-01","46647","2024-07-02"
"Alcoholic beverages","Beer","2004-11-01","46456","2024-07-02"
"Alcoholic beverages","Beer","2004-09-01","46390","2024-07-02"
"Alcoholic beverages","Beer","2003-01-01","45853","2024-07-02"
"Alcoholic beverages","Beer","2003-02-01","45509","2024-07-02"
"Alcoholic beverages","Beer","2003-03-01","45348","2024-07-02"
"Alcoholic beverages","Beer","2002-12-01","46274","2024-07-02"
"Alcoholic beverages","Beer","2002-11-01","45659","2024-07-02"
"Alcoholic beverages","Beer","2002-07-01","45427","2024-07-02"
"Alcoholic beverages","Beer","2001-05-01","45705","2024-07-02"
"Alcoholic beverages","Beer","2001-06-01","45180","2024-07-02"
"Alcoholic beverages","Beer","2001-01-01","44903","2024-07-02"
"Alcoholic beverages","Beer","2000-11-01","44768","2024-07-02"
"Alcoholic beverages","Beer","2000-12-01","44607","2024-07-02"
"Alcoholic beverages","Beer","2000-10-01","44467","2024-07-02"
"Alcoholic beverages","Beer","1999-12-01","43023","2024-07-02"
"Alcoholic beverages","Beer","1999-11-01","41231","2024-07-02"
"Alcoholic beverages","Beer","1999-10-01","40952","2024-07-02"
"Alcoholic beverages","Beer","1998-12-01","38947","2024-07-02"
"Alcoholic beverages","Beer","1998-11-01","38334","2024-07-02"
"Alcoholic beverages","Beer","1998-10-01","37987","2024-07-02"
"Alcoholic beverages","Beer","1997-11-01","37669","2024-07-02"
"Alcoholic beverages","Beer","1997-03-01","37642","2024-07-02"
"Alcoholic beverages","Beer","1997-10-01","37454","2024-07-02"
"Alcoholic beverages","Beer","1996-12-01","35973","2024-07-02"
"Alcoholic beverages","Beer","1996-11-01","35697","2024-07-02"
"Alcoholic beverages","Beer","1996-10-01","35535","2024-07-02"
"Alcoholic beverages","Beer","1995-12-01","33560","2024-07-02"
"Alcoholic beverages","Beer","1995-11-01","33076","2024-07-02"
"Alcoholic beverages","Beer","1995-09-01","33023","2024-07-02"
"Alcoholic beverages","Beer","1994-12-01","32038","2024-07-02"
"Alcoholic beverages","Beer","1994-11-01","31986","2024-07-02"
"Alcoholic beverages","Beer","1994-09-01","31867","2024-07-02"
"Alcoholic beverages","Beer","1991-03-01","30707","2024-07-02"
"Alcoholic beverages","Beer","1991-01-01","30446","2024-07-02"
"Alcoholic beverages","Beer","1991-08-01","30198","2024-07-02"
"Alcoholic beverages","Beer","1993-12-01","30075","2024-07-02"
"Alcoholic beverages","Beer","1993-11-01","29998","2024-07-02"
"Alcoholic beverages","Beer","1993-10-01","29781","2024-07-02"
"Alcoholic beverages","Beer","1990-09-01","30859","2024-07-02"
"Alcoholic beverages","Beer","1990-11-01","30806","2024-07-02"
"Alcoholic beverages","Beer","1990-10-01","30266","2024-07-02"
"Alcoholic beverages","Beer","1992-01-01","28385","2024-07-02"
"Alcoholic beverages","Beer","1992-02-01","28344","2024-07-02"
"Alcoholic beverages","Beer","1992-10-01","28324","2024-07-02"
"Alcoholic beverages","Beer","1989-12-01","28230","2024-07-02"
"Alcoholic beverages","Beer","1989-11-01","28073","2024-07-02"
"Alcoholic beverages","Beer","1989-09-01","27882","2024-07-02"
"Alcoholic beverages","Beer","1988-12-01","27062","2024-07-02"
"Alcoholic beverages","Beer","1988-08-01","26950","2024-07-02"
"Alcoholic beverages","Beer","1988-05-01","26927","2024-07-02"
"Alcoholic beverages","Beer","1987-12-01","26436","2024-07-02"
"Alcoholic beverages","Beer","1987-11-01","26323","2024-07-02"
"Alcoholic beverages","Beer","1987-10-01","26320","2024-07-02"
"Alcoholic beverages","Beer","1986-10-01","26331","2024-07-02"
"Alcoholic beverages","Beer","1986-06-01","26317","2024-07-02"
"Alcoholic beverages","Beer","1986-07-01","26302","2024-07-02"
"Alcoholic beverages","Beer","1985-12-01","25783","2024-07-02"
"Alcoholic beverages","Beer","1985-09-01","25704","2024-07-02"
"Alcoholic beverages","Beer","1985-11-01","25426","2024-07-02"
"Alcoholic beverages","Beer","1984-12-01","23685","2024-07-02"
"Alcoholic beverages","Beer","1984-11-01","23614","2024-07-02"
"Alcoholic beverages","Beer","1984-09-01","23546","2024-07-02"
"Alcoholic beverages","Beer","1983-12-01","23187","2024-07-02"
"Alcoholic beverages","Beer","1983-11-01","23098","2024-07-02"
"Alcoholic beverages","Beer","1983-09-01","22924","2024-07-02"
"Alcoholic beverages","Beer","1982-12-01","21681","2024-07-02"
"Alcoholic beverages","Beer","1982-10-01","21660","2024-07-02"
"Alcoholic beverages","Beer","1982-11-01","21469","2024-07-02"
"Alcoholic beverages","Beer","1981-12-01","20587","2024-07-02"
"Alcoholic beverages","Beer","1981-11-01","19989","2024-07-02"
"Alcoholic beverages","Beer","1981-10-01","19889","2024-07-02"
"Alcoholic beverages","Beer","1980-12-01","18148","2024-07-02"
"Alcoholic beverages","Beer","1980-11-01","18030","2024-07-02"
"Alcoholic beverages","Beer","1980-10-01","17793","2024-07-02"
"Alcoholic beverages","Beer","1979-12-01","16095","2024-07-02"
"Alcoholic beverages","Beer","1979-11-01","15880","2024-07-02"
"Alcoholic beverages","Beer","1979-09-01","15583","2024-07-02"
"Alcoholic beverages","Beer","1978-12-01","13749","2024-07-02"
"Alcoholic beverages","Beer","1978-11-01","13656","2024-07-02"
"Alcoholic beverages","Beer","1978-09-01","13456","2024-07-02"
"Alcoholic beverages","Beer","1977-11-01","11725","2024-07-02"
"Alcoholic beverages","Beer","1977-12-01","11687","2024-07-02"
"Alcoholic beverages","Beer","1977-10-01","11475","2024-07-02"
"Alcoholic beverages","Beer","1976-12-01","10788","2024-07-02"
"Alcoholic beverages","Beer","1976-10-01","10752","2024-07-02"
"Alcoholic beverages","Beer","1976-11-01","10677","2024-07-02"
"Alcoholic beverages","Beer","1975-11-01","9927","2024-07-02"
